סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
4201,מג'דל שמס,הצפון,גולן,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור החרמון,"10,930",1,-,"10,929",
1722,מגדל תפן,הצפון,עכו,מוקד תעסוקה,מועצה מקומית,אזור יחיעם,-,-,-,-,
3751,מגדלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,335,336,328,-,
586,מגידו,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,847,848,824,-,
375,מגל,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,103","1,103","1,093",-,
695,מגן,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,542,529,490,13,
1155,מגן שאול,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,670,669,530,-,
722,מגשימים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,אזור פתח תקווה,"1,086","1,083","1,079",2,
2029,מדרך עוז,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,מגידו,עמק יזרעאל,745,745,734,-,
1140,מדרשת בן גוריון,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,רמת נגב,הר הנגב הצפוני,"1,915","1,911","1,821",3,
897,מדרשת רופין,המרכז,השרון,יישובים מוסדיים יהודיים,עמק חפר,מערב השרון,417,280,275,137,
3797,מודיעין עילית,יהודה והשומרון,,יישובים יהודיים 99999-50000 תושבים,עירייה,,"70,081","70,081","70,071",-,
1200,מודיעין-מכבים-רעות*,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור מודיעין,"91,328","91,304","89,483",23,
269,מולדת,הצפון,יזרעאל,מושבים שיתופיים,הגלבוע,רמת כוכב,"1,048","1,047","1,034",1,
208,מוצא עילית,ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,הרי יהודה,"1,107","1,106","1,081",1,
635,מוקייבלה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,עמק יזרעאל,"3,915",3,3,"3,912",
1163,מורן,הצפון,עכו,קיבוצים,משגב,אזור כרמיאל,456,452,440,4,
1178,מורשת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,438","1,438","1,438",-,
606,מזור,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,329","1,329","1,323",-,
28,מזכרת בתיה,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"14,159","14,150","13,959",9,
104,מזרע,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,717,716,696,-,
517,מזרעה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור נהרייה,"3,777",8,6,"3,768",
3599,מחולה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,537,537,537,-,
1196,מחנה יתיר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,,אזור באר שבע,225,225,225,-,
308,מחניים,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,739,739,725,-,
776,מחסיה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,452,453,448,-,
43,מטולה,הצפון,צפת,יישובים כפריים אחרים יהודיים,מועצה מקומית,עמק חולה,"1,607","1,551","1,473",55,
822,מטע,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,880,879,863,1,
1128,מי עמי,חיפה,חדרה,מושבים שיתופיים,מנשה,הר אלכסנדר,353,353,345,-,
2054,מיטב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,468,468,455,-,
649,מייסר,חיפה,חדרה,יישובים כפריים אחרים לא יהודיים,מנשה,הר אלכסנדר,"1,945",11,6,"1,934",
4019,מיצר,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,266,265,264,1,
1282,מירב,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,700,700,700,-,
607,מירון,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,938,938,930,-,
731,מישר,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,834,835,822,-,
1268,מיתר,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור באר שבע,"7,749","7,638","7,559",111,
3614,מכורה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,136,136,127,-,
1343,מכחול,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,490,-,-,490,
382,מכמורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,"1,367","1,368","1,328",-,
1202,מכמנים,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,507,482,451,25,
164,מלאה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,395,395,387,-,
2044,מלילות,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,320,320,316,-,
596,מלכייה,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,446,446,396,-,
1154,מלכישוע,הצפון,יזרעאל,יישובים מוסדיים יהודיים,עמק המעיינות,עמק בית שאן,207,198,180,10,
2030,מנוחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור מלאכי,561,561,559,-,
1174,מנוף,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,משגב,אזור שפרעם,840,840,838,-,
1205,מנות,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,424,424,417,-,
48,מנחמיה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק המעיינות,כנרות,"1,041","1,040","1,014",1,
347,מנרה,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,244,244,227,-,
994,מנשית זבדה,הצפון,,יישובים כפריים אחרים לא יהודיים,עמק יזרעאל,הרי נצרת-תירען,"1,302",-,-,"1,302",
1258,מסד,הצפון,כנרת,יישובים קהילתיים,הגליל התחתון,גליל תחתון מזרחי,377,376,367,1,
263,מסדה,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,378,375,360,4,
298,מסילות,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,443,442,440,-,
742,מסילת ציון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,262","1,256","1,232",6,
748,מסלול,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,859,858,852,1,
4203,מסעדה,הצפון,גולן,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,גולן צפוני,"3,592",-,-,"3,592",
197,מעברות,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,986,986,973,-,
1082,מעגלים,הדרום,באר שבע,יישובים יהודיים 4999-2000 תושבים,שדות נגב,אזור גרר,"2,043","2,043","2,043",-,
678,מעגן,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,380,381,353,-,
694,מעגן מיכאל,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,"1,942","1,943","1,862",-,
272,מעוז חיים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,488,487,480,-,
3657,מעון,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,560,560,560,-,
570,מעונה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,966,962,943,5,
416,מעיין ברוך,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,649,649,641,-,
290,מעיין צבי,חיפה,חדרה,קיבוצים,חוף הכרמל,אזור זכרון יעקב,700,700,694,-,
518,מעיליא,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור יחיעם,"3,190",83,73,"3,108",
3616,מעלה אדומים,יהודה והשומרון,,יישובים יהודיים 49999-20000 תושבים,עירייה,,"37,817","37,766","36,531",51,
3608,מעלה אפרים,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,מועצה מקומית,,"1,205","1,202","1,070",3,
1127,מעלה גלבוע,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,753,753,753,-,
4008,מעלה גמלא,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,488,488,474,-,
286,מעלה החמישה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,739,738,722,-,
3752,מעלה לבונה,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,813,813,811,-,
3651,מעלה מכמש,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,402","1,403","1,397",-,
1327,מעלה עירון,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הר אלכסנדר,"14,583",6,3,"14,577",
3653,מעלה עמוס,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,421,421,420,-,
3637,מעלה שומרון,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,045","1,045","1,028",-,
1063,מעלות-תרשיחא,הצפון,עכו,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור יחיעם,"21,267","16,745","14,177","4,521",
344,מענית,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,726,727,691,-,
230,מעש,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,אזור פתח תקווה,857,856,843,1,
668,מפלסים,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,"1,007","1,006",984,1,
1767,"מפעלי אבשלו""ם",הדרום,באר שבע,מוקד תעסוקה,בני שמעון,אזור גרר,-,-,-,-,
1791,מפעלי ברקן,יהודה והשומרון,,מוקד תעסוקה,שומרון,,-,-,-,-,
1706,מפעלי גליל עליון,הצפון,צפת,מוקד תעסוקה,הגליל העליון,עמק חולה,-,-,-,-,
1739,מפעלי גרנות,חיפה,חדרה,מוקד תעסוקה,מנשה,אזור חדרה,-,-,-,-,
1717,מפעלי העמק (יזרעאל),הצפון,יזרעאל,מוקד תעסוקה,עמק יזרעאל,רמת כוכב,-,-,-,-,
1729,מפעלי חבל מודיעים,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
1745,מפעלי חפר,המרכז,השרון,מוקד תעסוקה,עמק חפר,מערב השרון,-,-,-,-,
1775,מפעלי ים המלח(סדום),הדרום,באר שבע,מוקד תעסוקה,תמר,אזור ים המלח,-,-,-,-,
1753,מפעלי כנות,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,
1773,מפעלי מישור רותם,הדרום,באר שבע,מוקד תעסוקה,תמר,הר הנגב הצפוני,-,-,-,-,
1769,מפעלי מעון,הדרום,באר שבע,מוקד תעסוקה,אשכול,אזור בשור,-,-,-,-,
1701,מפעלי נחם הרטוב,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,שפלת יהודה,-,-,-,-,
1761,מפעלי צומת מלאכי,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,
1776,מפעלי צין - ערבה,הדרום,באר שבע,מוקד תעסוקה,הערבה התיכונה,הר הנגב הצפוני,-,-,-,-,
1711,מפעלי צמח,הצפון,כנרת,מוקד תעסוקה,עמק הירדן,כנרות,-,-,-,-,
1719,מפעלי שאן,הצפון,יזרעאל,מוקד תעסוקה,עמק המעיינות,עמק בית שאן,-,-,-,-,
3745,מצדות יהודה,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,492,493,492,-,
325,מצובה,הצפון,עכו,קיבוצים,מטה אשר,אזור אילון,"1,166","1,164","1,137",1,
757,מצליח,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,"1,339","1,339","1,327",-,
58,מצפה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,הגליל התחתון,גליל תחתון מזרחי,139,139,137,-,
1222,"מצפה אבי""ב",הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,994,993,985,-,
1370,מצפה אילן,חיפה,חדרה,יישובים קהילתיים,מנשה,הר אלכסנדר,390,390,390,-,
3576,מצפה יריחו,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,394","2,394","2,394",-,
1190,מצפה נטופה,הצפון,יזרעאל,יישובים קהילתיים,הגליל התחתון,הרי נצרת-תירען,966,966,966,-,
99,מצפה רמון,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הר הנגב הצפוני,"5,240","5,065","4,661",176,
3610,מצפה שלם,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,184,185,180,-,
648,מצר,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,377,377,356,-,
22,מקווה ישראל,תל אביב,,יישובים מוסדיים יהודיים,,אזור חולון,432,424,397,8,
843,מרגליות,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,396,396,391,-,
4101,מרום גולן,הצפון,גולן,קיבוצים,גולן,גולן צפוני,701,701,682,-,
1340,מרחב עם,הדרום,באר שבע,יישובים קהילתיים,רמת נגב,הר הנגב הצפוני,448,448,446,-,
97,מרחביה (מושב),הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,672,672,664,-,
66,מרחביה (קיבוץ),הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,"1,162","1,161","1,086",-,
1713,מרכז אזורי כדורי,הצפון,כנרת,מוקד תעסוקה,הגליל התחתון,כנרות,-,-,-,-,
1708,מרכז אזורי מרום הגליל,הצפון,צפת,מוקד תעסוקה,מרום הגליל,גליל עליון מזרחי,-,-,-,-,
1723,מרכז אזורי משגב,הצפון,עכו,מוקד תעסוקה,משגב,אזור שפרעם,-,-,-,-,
1747,מרכז אזורי שוהם,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
1705,"מרכז כ""ח",הצפון,צפת,מוקד תעסוקה,מבואות החרמון,עמק חולה,-,-,-,-,
1715,"מרכז מיר""ב*",חיפה,חדרה,מוקד תעסוקה,חוף הכרמל,אזור זכרון יעקב,-,-,-,-,
1098,מרכז שפירא,הדרום,אשקלון,יישובים יהודיים 4999-2000 תושבים,שפיר,אזור מלאכי,"2,118","2,118","2,118",-,
421,משאבי שדה,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,453,453,405,-,
765,משגב דב,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,683,681,680,2,
378,משגב עם,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,329,329,289,-,
520,משהד,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,091",1,-,"8,090",
3605,משואה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,161,161,160,-,
620,משואות יצחק,הדרום,אשקלון,מושבים שיתופיים,שפיר,אזור מלאכי,701,701,701,-,
3785,משכיות,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,276,276,276,-,
670,משמר איילון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,562,561,558,1,
563,משמר דוד,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,806,806,803,-,
732,משמר הירדן,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,אזור חצור,766,765,757,-,
395,משמר הנגב,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,907,908,889,-,
130,משמר העמק,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,"1,254","1,253","1,185",-,
729,משמר השבעה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,עמק לוד,אזור רמלה,984,984,955,-,
194,משמר השרון,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,582,582,554,-,
213,משמרות,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,888,888,879,1,
425,משמרת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,066","1,066","1,050",-,
791,משען,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,050","1,050","1,029",-,
1315,מתן,המרכז,פתח תקווה,יישובים יהודיים 4999-2000 תושבים,דרום השרון,דרום השרון,"3,577","3,577","3,554",-,
1184,מתת,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור אילון,193,193,191,-,
3648,מתתיהו,יהודה והשומרון,,מושבים שיתופיים,מטה בנימין,,802,802,802,-,
4551,נאות גולן,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,594,588,556,6,
1124,נאות הכיכר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,421,421,397,-,
1770,נאות חובב,הדרום,באר שבע,מוקד תעסוקה,מועצה מקומית,אזור באר שבע,-,-,-,-,
408,נאות מרדכי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,582,581,544,1,
1197,נאות סמדר,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,230,230,223,-,
524,נאעורה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,רמת כוכב,"2,241",1,-,"2,240",
396,נבטים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור באר שבע,919,919,906,-,
315,נגבה,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,939,939,906,-,
3724,נגוהות,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,332,332,332,-,
309,נהורה,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,לכיש,אזור לכיש,"1,168","1,167","1,151",-,
80,נהלל,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,845,842,820,3,
9100,נהרייה,הצפון,עכו,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור נהרייה,"56,071","54,694","48,975","1,376",
4304,נוב,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,900,900,900,-,
55,נוגה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,551,550,541,-,
1366,נווה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,233","1,233","1,233",-,
926,נווה אבות,חיפה,חדרה,מקום,,אזור חדרה,-,-,-,-,
590,נווה אור,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,347,346,337,1,
4303,"נווה אטי""ב",הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,אזור החרמון,118,117,114,-,
405,נווה אילן,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,932,927,914,4,
1702,נווה אילן*,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,הרי יהודה,-,-,-,-,
296,נווה איתן,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,316,314,282,1,
3725,נווה דניאל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,370","2,370","2,369",-,
1057,נווה זוהר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,תמר,אזור ים המלח,60,44,43,15,
1314,נווה זיו,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור יחיעם,941,941,910,1,
1279,נווה חריף,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,116,116,113,-,
312,נווה ים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,241,241,238,-,
686,נווה ימין,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,186","1,186","1,148",-,
858,נווה ירק,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,350","1,349","1,331",1,
827,נווה מבטח,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,666,666,662,-,
1071,נווה מיכאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,770,761,757,8,
1259,נווה שלום,ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,287,142,130,144,
15,נועם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,352,352,349,-,
1333,נוף איילון,המרכז,רמלה,יישובים יהודיים 4999-2000 תושבים,גזר,אזור מודיעין,"2,216","2,216","2,216",-,
3790,נופים,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,שומרון,,720,721,706,-,
1284,נופית,חיפה,חיפה,יישובים יהודיים 4999-2000 תושבים,זבולון,אזור חיפה,"2,696","2,690","2,671",6,
257,נופך,המרכז,פתח תקווה,יישובים קהילתיים,חבל מודיעין,אזור פתח תקווה,553,553,553,-,
3726,נוקדים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,160","2,160","2,079",-,
447,נורדייה,המרכז,השרון,מושבים שיתופיים,לב השרון,מערב השרון,"1,928","1,928","1,916",-,
833,נורית,הצפון,יזרעאל,יישובים קהילתיים,הגלבוע,עמק חרוד,126,126,124,-,
59,נחושה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,336","1,336","1,336",-,
844,נחל עוז,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,385,385,375,-,
2045,נחלה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,יואב,אזור מלאכי,682,682,682,-,
3767,נחליאל,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,663,663,663,-,
449,נחלים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,615","1,615","1,615",-,
809,נחם,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,529,502,497,27,
522,נחף,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור כרמיאל,"12,629",24,11,"12,605",
433,נחשולים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,663,664,638,-,
777,נחשון,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,551,546,533,5,
705,נחשונים,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,384,384,379,-,
1147,נטועה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,289,289,288,-,
4014,נטור,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,702,702,692,-,
1369,נטע,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,491,491,489,-,
174,נטעים,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,600,600,594,-,
1254,נטף,ירושלים,ירושלים,יישובים קהילתיים,מטה יהודה,הרי יהודה,429,429,414,-,
523,ניין,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,בוסתן אל-מרג',רמת כוכב,"1,814",2,1,"1,812",
3655,"ניל""י",יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,597","1,595","1,557",2,
351,ניצן,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,"2,144","2,144","2,141",-,
1419,ניצן ב',הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,820,819,817,-,
1195,ניצנה (קהילת חינוך),הדרום,באר שבע,יישובים מוסדיים יהודיים,רמת נגב,הר הנגב הצפוני,224,170,127,54,
1280,ניצני סיני,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,רמת נגב,הר הנגב הצפוני,279,279,258,-,
851,ניצני עוז,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מזרח השרון,"1,112","1,112","1,101",-,
359,ניצנים,הדרום,אשקלון,קיבוצים,חוף אשקלון,אזור אשקלון,377,377,370,-,
808,ניר אליהו,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,533,529,526,3,
553,ניר בנים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,728,728,726,-,
720,ניר גלים,המרכז,רחובות,מושבים שיתופיים,חבל יבנה,אזור רחובות,"1,426","1,420","1,419",6,
256,ניר דוד (תל עמל),הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,704,703,682,1,
11,"ניר ח""ן",הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,558,557,541,1,
165,ניר יפה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,682,682,682,-,
402,ניר יצחק,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,631,630,615,-,
699,ניר ישראל,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,870,870,861,-,
2047,ניר משה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,574,574,567,-,
69,ניר עוז,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,394,393,374,1,
348,ניר עם,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,553,553,546,-,
769,ניר עציון,חיפה,חדרה,מושבים שיתופיים,חוף הכרמל,אזור זכרון יעקב,949,950,893,-,
2048,ניר עקיבא,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,793,793,789,-,
331,ניר צבי,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,עמק לוד,אזור רמלה,"1,281","1,281","1,256",-,
602,נירים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,372,372,362,-,
1236,נירית,המרכז,פתח תקווה,יישובים קהילתיים,דרום השרון,דרום השרון,970,966,953,4,
3620,נירן,יהודה והשומרון,,קיבוצים,ערבות הירדן,,92,92,91,-,
1748,נמל תעופה בן-גוריון,המרכז,רמלה,מוקד תעסוקה,,אזור רמלה,-,-,-,-,
4035,נמרוד,הצפון,גולן,מקום,גולן,גולן צפוני,-,-,-,-,
825,נס הרים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,"1,364","1,356","1,337",8,
1143,נס עמים,הצפון,עכו,יישובים כפריים אחרים יהודיים,מטה אשר,אזור נהרייה,383,368,333,15,
7200,נס ציונה,המרכז,רחובות,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור ראשון לציון,"49,108","49,054","48,137",53,
186,נעורים,המרכז,השרון,יישובים מוסדיים יהודיים,עמק חפר,מערב השרון,372,374,304,-2,
3787,נעלה,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,מטה בנימין,,"1,804","1,803","1,749",1,
3713,"נעמ""ה",יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,135,130,128,5,
158,נען,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,"1,643","1,642","1,607",-,
1372,נצר חזני,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,נחל שורק,אזור רחובות,419,419,419,-,
